Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method,Country,City,State,isInTop100
ArmaTuVaca,https://www.crunchbase.com/organization/armatuvaca-wenjoy,"E-Commerce Platforms, FinTech, Payments","Bogotá, Distrito Especial, Colombia",ArmaTuVaca  is a social payments ecosystem that offers money pooling and digital payments.,"84,869",Latin America,,Active,01/01/2016,year,,,,,For Profit,https://armatuvaca.com/,,https://www.facebook.com/armatuvaca/?ref=bookmarks,https://www.linkedin.com/company/arma-tu-vaca/,contacto@armatuvaca.com,5.73196E+11,,,"ArmaTuVaca is a social payments ecosystem that offers money pooling and digital payments. The company's solution allows people to do Online Money-Pooling for every kind of event in a reliable, easy, and secure way.",,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Internet Services, Payments",2,"Camilo Ruiz, Pedro Gaviria",01-Oct,1,Seed,01/02/2016,185000,USD,185000,Seed,185000,USD,185000,Seed,185000,USD,185000,185000,USD,185000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"88,396",47,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Ropeo,https://www.crunchbase.com/organization/ropeo,"Consumer Goods, E-Commerce, Fashion","Bogotá, Distrito Especial, Colombia",Ropeo is an e-commerce company that offers apparel and fashion to the Latin American market.,"86,719",Latin America,,Active,01/01/2017,year,,,,,For Profit,http://moda.ropeo.co/,,https://www.facebook.com/ropeocolombia/,https://www.linkedin.com/company/ropeo/,,+57 316 6254823,2,,"Ropeo is an e-commerce company that offers apparel and fashion to the Latin American market. The company offers a solution, the Try-Before-You-Buy on demand clothes delivery with all mayor brands. In other words, the company take the best of both worlds (e-commerce and brick & mortar stores) to deliver an awesome buying experience. Moreover, they do all this without managing inventories as we sell the clothes available at the stores.",,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",3,"Alejandro Casas Caro, Luis Huertas, Santiago Gomez Gonzalez",01-Oct,1,Seed,04/01/2018,120000,USD,120000,Pre-Seed,120000,USD,120000,Pre-Seed,120000,USD,120000,120000,USD,120000,Y Combinator,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"90,344",19,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Ormigga,https://www.crunchbase.com/organization/ormigga,"Machine Learning, Marketing, Procurement, SaaS, Supply Chain Management","Bogotá, Distrito Especial, Colombia",A lean procurement outsourcing service enabled by machine learning and gamification,"88,253",Latin America,Less than $1M,Active,01/02/2017,day,,,,,For Profit,https://www.ormigga.com,https://twitter.com/OrmiggaC,https://www.facebook.com/ORMIGGACOM,https://www.linkedin.com/company/ormigga/,gerardo@ormigga.com,2134715403,,,"A lean procurement outsourcing service enabled by technology and machine learning, which disrupts the most important links in the procurement chain, so its affordable for every company to: Reduce Man hours (91%), Reduce Contract Costs (+20%), Reduce Supplier Risk (48%). Why we can do it? An algorithm (HUALI) categorizes and intelligently rates thousands of Ormigga and existing client's suppliers in order to: Reduce time spent by client during quote request process; Increase probability of finding the best fit (best price, quality, timeline, reliability, payment terms) by consulting with more than 1,200 suppliers; Receive quotes faster than ever; With less operational costs (because of technology) Ormigga is feasible for SMB’s.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Sales and Marketing, Software, Transportation",1,Gerardo Mendez,Nov-50,1,Seed,01/06/2018,150000,USD,150000,Seed,150000,USD,150000,Seed,150000,USD,150000,150000,USD,150000,Quake Capital Partners,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"91,961",50,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Vendty,https://www.crunchbase.com/organization/vendty,"E-Commerce, Point of Sale, Restaurants","Bogotá, Distrito Especial, Colombia","Vendty is a cloud-based POS system for retail stores and restaurants, with integrated ecommerce","88,906",Latin America,$1M to $10M,Active,15/05/2015,day,,,,,For Profit,https://vendty.com,https://www.twitter.com/vendtyapps,https://www.facebook.com/vendtycom,,info@vendty.com,+57 (319) 4751398,6,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage",,,01-Oct,1,,15/06/2015,50000,USD,50000,Convertible Note,,,,,,,,50000,USD,50000,Wayra,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"92,657",24,,,28,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
VincuVentas,https://www.crunchbase.com/organization/vincuventas,"Analytics, Artificial Intelligence, Big Data, Commercial, CRM, Human Resources, Information Technology, Recruiting, Staffing Agency","Bogotá, Distrito Especial, Colombia",Using data-driven matching to revolutionize recruitment in Latin America.,"88,983",Latin America,,Active,01/01/2014,year,,,,,For Profit,http://vincuventas.com/,https://twitter.com/vincuventas,https://www.facebook.com/vincuventas.bogota,https://www.linkedin.com/company/vincuventas,trabajos@vincuventas.com,(031)508-8448,,,"VincuVentas' platform disrupts recruitment in emerging markets through the use of data & algorithms. Our algorithm NEXO finds top matches and invites them to apply, delivering candidates that are interesting & interested. NEXO currently delivers 30 highly matched profiles per position, increasing acceptance rate from <5% to 35%.",,,,,,,,,,,,,,"Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",5,"Bart Verschoor, Carolina Medina, Nicolás Gómez, Pedro Olarte, Victor Baumann",Nov-50,5,Seed,01/03/2019,330000,USD,330000,Seed,330000,USD,330000,Seed,1241000,USD,1241000,1241000,USD,1241000,"Polymath Ventures, INVX",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"92,736",19,,,10,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Frank de Paula,https://www.crunchbase.com/organization/frank-de-paula,"Coffee, Consumer Electronics, Electronics","Bogotá, Distrito Especial, Colombia",Frank de Paula offers an easier way to make better Coffee through its product FrankOne.,"89,639",Latin America,,Active,31/01/2019,day,,,,,For Profit,https://www.frankdepaula.com/,,https://www.facebook.com/depaulafrank,,frank@frankdepaula.com,,1,,"Frank de Paula offers an easier way to make better Coffee through its product, FrankOne. FrankOne is a one-touch specialty coffee brewer using a patented Vacuum Extraction Technology. The idea to develop FrankOne originated deep in the Andean mountains of Colombia, in the city of Bogotá, when young engineer Eduardo Umaña met coffee-veteran Luis Fernando Vélez, founder of the largest specialty coffee roaster in Colombia: Amor Perfecto.  ​ Since the day the idea was born over a casual encounter in one of Amor Perfecto's locations in Bogotá, Luis Fernando and Eduardo have tirelessly worked to develop a superior extraction method–the first one developed in the country where the finest Coffee in the world grows, Colombia.",,,,,,,,,,,,,,"Consumer Electronics, Food and Beverage, Hardware",1,Eduardo Umaña,01-Oct,1,,17/10/2019,166534,USD,166534,Equity Crowdfunding,166534,USD,166534,Equity Crowdfunding,166534,USD,166534,166534,USD,166534,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"93,421",10,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Kindery,https://www.crunchbase.com/organization/kindery,"Apps, Comics, Education","Garzón, Huila, Colombia",Teaching the kids first reading skills.,"89,738",Latin America,$1M to $10M,Active,24/04/2013,day,,,,,For Profit,http://www.kindery.co,http://twitter.com/KinderyApp,http://www.facebook.com/kindery.co,,info@kindery.co,,1,,"Reading Kindery stories to young children is one of the best activities for stimulating language as well as building motivation, curiosity and memory.",,,,,,,,,,,,,,"Apps, Consumer Goods, Education, Software",3,"Cristian C. Baracaldo, Jessica Peña Torres, Juan Salcedo",01-Oct,2,,01/07/2014,90000000,COP,48078,Grant,,,,,,,,85686,USD,85686,Wayra,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"93,525",10,,,12,,,,,,,,,Colombia,Garzón,Huila,0
Enmedio,https://www.crunchbase.com/organization/enmedio,"Broadcasting, Communications Infrastructure, Digital Media, Social Media, Telecommunications","Bogotá, Distrito Especial, Colombia",Enmedio offers digital media communication services.,"89,806",Latin America,$10M to $50M,Active,01/01/2006,year,,,,,For Profit,http://www.enmedio.com.co/,https://twitter.com/enmediosas,https://www.facebook.com/enmedio,https://www.linkedin.com/company/enmedio-s.a/,info@enmedio.com.co,(571)211-7350,,,"Enmedio offers digital media communication services. Founded in 2006, Enmedio has been the pioneer and today the leader in the Digital Signage industry in Colombia. With operations and offices in Bogotá, Medellín, Cali, Barranquilla, and Bucaramanga, to date Enmedio manages more than 3,500 screens installed in 1,200 locations in 45 municipalities of Colombia. The company offers innovative solutions aimed at corporate communication and advertising and digital marketing.",,,,,,,,,,,,,,"Hardware, Internet Services, Media and Entertainment, Video",2,"Sebastian Molina, Sebastian Obregon",101-250,1,,07/07/2015,4000000,USD,4000000,Venture - Series Unknown,4000000,USD,4000000,Venture - Series Unknown,4000000,USD,4000000,4000000,USD,4000000,Axon Partners Group,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"93,595",7,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Contratan.do,https://www.crunchbase.com/organization/contratan-do,"B2B, Search Engine, Software","Bogotá, Distrito Especial, Colombia",Contratan.do develops and operates an online platform,"90,017",Latin America,Less than $1M,Active,01/01/2011,year,,,,,For Profit,http://contratan.do/,http://twitter.com/contratando,http://es-la.facebook.com/contratando,http://www.linkedin.com/company/contratan-do,contacto@contratan.do,+57 318 7704246,1,,"Contratan.do develops and operates an online platform, which allows clients and SMEs to publish projects and specific requirements, and permits freelancers to bid for them. The company was founded in 2011 and is based in Colombia.",,,,,,,,,,,,,,"Internet Services, Other, Software",5,"Christian Muñoz, James Aponte, Joseph Darnell, Julian Alvarado, Oscar Rodriguez",01-Oct,1,Seed,01/06/2013,91000000,COP,47784,Seed,91000000,COP,47784,Seed,91000000,COP,47784,91000000,COP,47784,Wayra,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"93,827",1,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Fináncialo Mejor,https://www.crunchbase.com/organization/fináncialo-mejor,"E-Commerce, FinTech, Marketplace","Bogotá, Distrito Especial, Colombia",Somos un marketplace en el que personas y entidades financieras podrán encontrar productos de crédito.,"90,250",Latin America,,Active,01/04/2018,month,,,,,For Profit,https://financialomejor.com,,,,info@financialomejor.com,,,,"Somos un marketplace en el que personas y entidades financieras podrán encontrar productos de crédito, mejorando la experiencia de compra para el usuario y facilitando el proceso de venta a las entidades.",,,,,,,,,,,,,,"Commerce and Shopping, Financial Services",,,Nov-50,1,Seed,01/06/2019,150000,USD,150000,Seed,150000,USD,150000,Seed,150000,USD,150000,150000,USD,150000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"94,070",14,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Sammu,https://www.crunchbase.com/organization/sammu,"Computer, SaaS, Software","Medellín, Antioquia, Colombia",Sammu is a SAAS that allows the collection of information and the control of production plants through mobile devices in real time.,"90,335",Latin America,,Active,01/03/2017,day,,,,,For Profit,http://www.sammu.com.co/,,https://www.facebook.com/pg/sammuapp/,https://www.linkedin.com/company/sammu/,hola@sammu.com.co,,,,"Sammu is a SAAS that allows the collection of information and the control of production plants through mobile devices in real time. In the production plant each employee has a Tablet that allows him to collect and visualize the information, in this way all the production personnel can know in what state the efficiency of the plant is.",,,,,,,,,,,,,,"Consumer Electronics, Hardware, Software",2,"Cristian Gallego, Joseph Gallego",01-Oct,2,Seed,17/01/2019,40000,USD,40000,Pre-Seed,40000,USD,40000,Pre-Seed,80000,USD,80000,80000,USD,80000,Start-Up Chile,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"94,157",25,,,,,,,,,,,,Colombia,Medellín,Antioquia,0
Tribo,https://www.crunchbase.com/organization/tribo,"Apps, Consumer, Consumer Reviews, Market Research, Social","Bogotá, Distrito Especial, Colombia",Recommendations that match your taste,"91,104",Latin America,$1M to $10M,Active,01/02/2017,month,,,,,For Profit,http://www.tribo.io,https://twitter.com/TriboRecommends,https://www.facebook.com/TriboRecommends/,https://www.linkedin.com/company/11290617/,andrea@tribo.io,+57 (316) 578-9718,5,,,,,,,,,,,,,,,,"Apps, Commerce and Shopping, Community and Lifestyle, Data and Analytics, Design, Other, Software",3,"Juan David Gomez, Julian Franky, Maria Andrea Gonzalez",01-Oct,2,Seed,01/06/2017,110000,USD,110000,Seed,110000,USD,110000,Seed,150000,USD,150000,150000,USD,150000,Luis Alberto Gonzalez,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"94,970",42,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
StartBull,https://www.crunchbase.com/organization/startbull,"Financial Services, Internet, Social Media, Social Network","Bogotá, Distrito Especial, Colombia","StartBull enables individuals to invest in capital markets by providing an exchange simulator, educational articles, and competitions. Rafa","92,011",Latin America,,Active,01/01/2011,year,,,,,For Profit,http://www.startbull.com,http://twitter.com/StartBull,http://www.facebook.com/StartBull.LATAM,https://www.linkedin.com/company/startbull-com/about/,s.pineda@startbull.com,+57 1 5409991,,,"Permitirle a cualquier persona invertir en los mercados de capitales, construyendo una experiencia innovadora, responsable, asequible, social y global. Buscando en todo momento el beneficio de TODAS las personas en contacto con StartBull. Provide a space of collective knowledge through the networking of people interested and involved in the capital market, in a responsibly and transparent way.",,,,,,,,,,,,,,"Financial Services, Internet Services, Media and Entertainment",3,"Juan Gonzalez, Juan Pineda, Santiago Pineda",01-Oct,5,Seed,01/07/2014,248123000,COP,132547,Grant,100000,EUR,129903,Angel,229667,USD,229667,402215,USD,402215,Wayra,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"95,936",3,,,10,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
We Are Content LLC,https://www.crunchbase.com/organization/we-are-content,"Content, Marketplace, Online Portals","Bogotá, Distrito Especial, Colombia",We are the most important content marketplace in the Hispanic Market,"92,600",Latin America,Less than $1M,Active,01/01/2015,year,,,,,For Profit,https://www.wearecontent.com,https://twitter.com/wacontent,https://www.facebook.com/wacontent/,https://www.linkedin.com/in/wearecontent,info@wearecontent.com,(305)424-5064,,,We develop the most important content marketplace for the hispanic market.,,,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Media and Entertainment",2,"Juan Carlos Samper, Paola Benrey",01-Oct,1,Seed,01/02/2015,300000,USD,300000,Seed,300000,USD,300000,Seed,300000,USD,300000,300000,USD,300000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"96,561",52,,,24,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Soy Startup Latam,https://www.crunchbase.com/organization/soy-startup,"EdTech, Education, Information Technology, Software","Bogotá, Distrito Especial, Colombia",Online Startup School with Spanish-first content for Latin American Founders,"92,821",Latin America,,Active,01/06/2020,day,,,,,For Profit,https://soy-startup.com/,,,http://www.linkedin.com/company/soy-startup,hola@soy-startup.com,,,,"Insights, inspiration and education from the world of global and local startups. Spanish-first content for 450M Latin Americans.",,,,,,,,,,,,,,"Education, Information Technology, Software",2,"David Salinas, Felipe Salinas",01-Oct,1,Seed,01/01/2021,27000,USD,27000,Pre-Seed,27000,USD,27000,Pre-Seed,27000,USD,27000,27000,USD,27000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"96,793",15,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
SafeTalpa,https://www.crunchbase.com/organization/safetalpa,"Cloud Security, Cyber Security, Financial Services, FinTech, IaaS, Information Technology","Bogotá, Distrito Especial, Colombia",Saving organizations from online financial fraud,"92,975",Latin America,,Active,01/01/2018,year,,,,,For Profit,https://www.safetalpa.com/,,,,sales@safetalpa.com,,6,,,,,,,,,,,,,,,,"Financial Services, Information Technology, Privacy and Security, Software",2,"Esteban Vargas, Juan Sanmiguel",01-Oct,5,Seed,15/07/2019,1000,USD,1000,Grant,35000,USD,35000,Pre-Seed,42250,USD,42250,47950,USD,47950,"Exponential Impact, Pioneer, Jeff Meyerson, Esteban Dalel",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"96,953",11,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
