Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method,Index,Organization,Email,Name,Industries_right,Description_right,Founded Date_right,Total Funding Amount_right,Last Funding Date_right,Last Funding Amount_right,Last Funding Amount Currency_right,NIT,NOMBRE EMPRESA,CIIU,EMPRENDEDOR,DEPARTAMENTO,CIUDAD,CORREO ELECTRONICO,TELÉFONO ,Unnamed: 16,Intersección
4DIRECCIONES,https://www.crunchbase.com/organization/4direcciones,"Audio, Film Production, Video","Bogotá, Distrito Especial, Colombia",4direcciones is a Colombian audiovisual production company.,"469,455",Latin America,,Active,2007-01-01,day,,,,,For Profit,http://4direcciones.tv/,,https://www.facebook.com/4direcciones/,,info@4direcciones.tv,(57) 312 3972007,,,,,,,,,,,,,,,,,"Media and Entertainment, Music and Audio, Video",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"500,218",13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIALGEO,https://www.crunchbase.com/organization/socialgeo,"Advertising, Social Media, Social Media Marketing, Travel","Bogotá, Distrito Especial, Colombia",Big data company that connects vendors with potential customers,"470,003",Latin America,,Active,2016-08-01,month,,,,,For Profit,https://SocialGeo.co,,,https://www.linkedin.com/company/socialgeo,contact@socialgeo.co,,,,"SocialGeo is a platform designed to help businesses find highly convertible leads nearby at a tiny fraction of the cost of traditional and difficult to convert CPC advertising on Google and Facebook. Our first product is designed for any small and medium business offering products and services to Tourists. SocialGeo is currently available for the US and Spanish markets. ""As one of the most exciting trends in computing today, social geo-media holds greatest potential for fundamentally changing how information is accessed and presented, how knowledge is processed and extracted, and how business (e.g., branding and customer relationship management) is conducted"" - MMM2015 - University of Technology Sydney.",,,,,,,,,,,,,,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Travel and Tourism",2.0,"Cian de Buitléir, Stefan Gatu",1-10,1.0,Seed,2016-08-18,,,,Seed,,,,Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"500,803",14.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCINA MEJOR,https://www.crunchbase.com/organization/cocina33-cocinamejor,"Blogging Platforms, Communities, E-Commerce, Subscription Service","Medellín, Antioquia, Colombia",Cocina33 is a portal of recipes with videos and community of foodies.,"470,395",Latin America,Less than $1M,Active,,,,,,,For Profit,http://www.cocina33.com/,https://twitter.com/Cocina33,https://www.facebook.com/Cocina33,,,,,,Columbia's number one online food community,,,,,,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Content and Publishing, Media and Entertainment, Other",,,1-10,1.0,Seed,2014-08-01,,,,Seed,,,,Seed,,,,,,,Velum Inverlink,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"501,206",31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANNVEST,https://www.crunchbase.com/organization/cannvest,"Agriculture, Crowdfunding, Cryptocurrency, FinTech, Mobile Payments","Bogotá, Distrito Especial, Colombia",Cannvest is a crowdfunding platform that connects individuals with small cannabis producers to fund their infrastructure needs.,"470,991",Latin America,,Active,2019-01-01,month,,,,,For Profit,https://cannvest.co,https://www.twitter.com/cannvest,https://www.facebook.com/cannvest,https://www.linkedin.com/company/cannvest,contact@cannvest.co,+573102471354,,,"Cannvest is a crowdfunding platform that connects individuals with small cannabis producers to fund their infrastructure needs. Our crop traceability and investment platform is built on a permissioned blockchain, which provides secure and transparent information to farmers, technical advisors, investors and regulatory bodies. Launched at the Founder Institute",,,,,,,,,,,,,,"Agriculture and Farming, Financial Services, Mobile, Payments, Software",1.0,David Felipe Carvajal,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"501,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCOLOMBIA,https://www.crunchbase.com/organization/procolombia,"Government, Service Industry, Tourism","Bogotá, Distrito Especial, Colombia","PROCOLOMBIA are the entity in charge of promoting international tourism, foreign direct investment, non-traditional exports.","471,165",Latin America,,Active,1992-01-01,year,,,,,For Profit,http://www.investincolombia.com.co,http://twitter.com/PROCOLOMBIACO,http://www.facebook.com/procolombiaco,http://www.linkedin.com/company/proexport,prensa@procolombia.co,(571) 560-0100,9,,"PROCOLOMBIA are the organization in charge of promoting nontraditional exports, international tourism and foreign investment in Colombia. Through their network of national and international offices, they offer support and essential consultation to Colombian business people. They do this through direct services to ensure the design and execution of internationalization strategies, which seek to make, develop and finalize opportunities for businesses.",,,,,,,,,,,,,,"Government and Military, Other, Travel and Tourism",,,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1.0,"502,018",22.0,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLAXEN,https://www.crunchbase.com/organization/klaxen,"Chemical, CleanTech","Cali, Valle del Cauca, Colombia",Klaxen produces cleaning and disinfectant products for a range of industries.,"471,420",Latin America,$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://www.klaxen.com,https://twitter.com/klaxenldi,https://www.facebook.com/klaxen,https://www.linkedin.com/company/klaxen/,servicioalcliente@klaxen.com.co,+57-317-648-2478,,,,,,,,,,,,,,,,,"Science and Engineering, Sustainability",,,11-50,1.0,,2016-09-08,,,,Non-equity Assistance,,,,,,,,,,,Valle Impacta,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"502,295",38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGMA MOVIL,https://www.crunchbase.com/organization/sigma-movil,"Communications Infrastructure, Digital Marketing, Email, Information Technology","Cali, Valle del Cauca, Colombia","SigSigma Movil offers an omnichannel digital communication platform that integrates email, SMS, voice, surveys, forms & marketing.","471,737",Latin America,Less than $1M,Active,2008-01-01,year,,,,,For Profit,https://sigmamovil.com/,https://twitter.com/SigmaMovil,https://www.facebook.com/SigmaMovil/,https://www.linkedin.com/company/sigma-m-vil-s-a-/,comercial@sigmamovil.com,+57-2-483-6921,,,,,,,,,,,,,,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing",,,11-50,1.0,,2020-10-26,,,,Non-equity Assistance,,,,,,,,,,,Valle Impacta,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"502,623",53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFFRIE,https://www.crunchbase.com/organization/offrie,"Advertising, Advertising Platforms, Analytics, Indoor Positioning, Location Based Services, Mobile Advertising, Outdoor Advertising, Social Shopping","Bogotá, Distrito Especial, Colombia","We help brick and mortar businesses to increase their conversion rates, using the consumers’ context and their mobile devices.","472,406",Latin America,,Active,2018-01-09,day,,,,,For Profit,https://www.offrie.com,,https://www.facebook.com/offrie,https://www.linkedin.com/company/offrie,info@offrie.com,+573204946412,4,,"Offrie is a contextual ad platform that allows brick and mortar businesses to publish offers of their products and services through a Web Portal. Consumers see these offers through ads in mobile apps (push notifications and different ad formats), but not only this, the context of the consumer is used to suggest the products and services where there is more likelihood of achieving conversion or visit the business’ branch. To achieve this, the platform takes into account different things: user preferences in terms of categories, most viewed offers, age, gender, day and time of the week, searching texts, among other characteristics. On the other hand, the businesses through a Web Panel can see all the metrics to measure the effectiveness of its campaigns: number of visits to its branches, most viewed offers, more shared offers, among others. We use the sensors of mobile devices to detect the consumer location and path (outdoor or indoor), additionally we evaluate constantly the consumers behaviors by means of the interaction with ads, and some fixed characteristics such as age, likes, gender, among others. This evaluation process and tracking is completely transparent for the consumers, obviously we are taking a lot of care for consumers privacy and security through different controls . We never provide personal information from consumers to businesses, all the data we deliver to businesses is segmented and anonymized. We don’t limit ourselves to a single source of ads or ad mediator, our SDKs allow partner apps to continue using Google AdMob, MoPub, among other mediators, additionally the SDKs are compatible with Android, iOS, React Native, Xamarin, among others. Finally, through the consumer context, including location, businesses can schedule customized notifications through the platform to consumer segments in order to obtain more conversions and prospects.",,,,,,,,,,,,,,"Advertising, Commerce and Shopping, Data and Analytics, Internet Services, Navigation and Mapping, Sales and Marketing",3.0,"Jhónatan Chávez, Jorge Ulloa, Leonardo Vásquez",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"503,321",32.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXON E-HEALTH,https://www.crunchbase.com/organization/axon-e-health,"Health Care, Information Technology","Bogotá, Distrito Especial, Colombia","Latin American based company provides IT services for healthcare business, specially telemedicine and telecare solutions :: Compañia","472,490",Latin America,Less than $1M,Active,2009-01-01,year,,,,,For Profit,http://axoneh.com,https://www.twitter.com/axoneh,https://www.facebook.com/axoneh,,,,,,"Latin American based company provides IT services for healthcare business, specially telemedicine and telecare solutions :: Compañia latinoamericana provee soluciones en tecnologias de información y comunicaciones para el sector salud, especilamente soluciones en telemedicina y telecuidado. Specialties e-health, telemedicine, IT health services, telecare, ehealth",,,,,,,,,,,,,,"Health Care, Information Technology",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"503,406",5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KREATIVOS.NET S.A.S AGENCIA DIGITAL,https://www.crunchbase.com/organization/kreativos-net-s-a-s-agencia-digital,"Advertising, Association","Bogotá, Distrito Especial, Colombia","Agencia Digital, especializada en creación de marcas, diseño y desarrollo web y Marketing Digital","473,019",Latin America,Less than $1M,Active,2010-07-18,day,,,,,,http://www.kreativos.net,https://www.twitter.com/kreativosweb,https://www.facebook.com/kreativos.net,https://www.linkedin.com/company/kreativos-net,mail@compname.com,+57 311 2873403,,,,,,,,,,,,,,,,,"Advertising, Other, Sales and Marketing",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"503,956",28.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRULII,https://www.crunchbase.com/organization/trulii,"E-Commerce, Education, Local, Marketplace","Bogotá, Distrito Especial, Colombia",Trulii is the first local marketplace for educational activities in Latam. Discover & enroll in the best classes an courses in your city.,"473,268",Latin America,Less than $1M,Active,2015-02-09,day,,,,,For Profit,https://trulii.com,https://twitter.com/trulii_,https://www.facebook.com/truliilatam/timeline,https://www.linkedin.com/company/trulii?trk=,hey@trulii.com,+57 1 3577644,,,"Trulii is the first local marketplace for educational activities: classes, courses, certifications, workshops and more. Trulii offers every kind of categories: from recreationals and artistics like cooking, acting to professionals like finance, marketing, web development and more. In summary, people can learn whatever they want in their cities. Also the companies, organizations, academies or single one person can publish their activities (classes, courses...) in Trulii to receive the user's enroll payment and increase their sales. From that payment they keep with a variable fee that varies according to the ammount.",,,,,,,,,,,,,,"Commerce and Shopping, Education, Sales and Marketing",2.0,"Levi Velazquez, Rodrigo Ferreira",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"504,222",10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCTORA TABACALERA DE COLOMBIA,https://www.crunchbase.com/organization/productora-tabacalera-de-colombia,Tobacco,"Bogotá, Distrito Especial, Colombia",Productora Tabacalera de Colombia engages in the production and sale of tobacco and cigarettes in Colombia and internationally.,"473,317",Latin America,,Active,1962-01-01,year,2011-05-21,day,,,For Profit,http://www.protabaco.com.co,,,https://www.linkedin.com/company/protabaco-ltda/,,(571)621-9088,,,"Productora Tabacalera de Colombia, S.A.S. engages in the production and sale of tobacco and cigarettes in Colombia and internationally.",,,,,,,,,,,,,,"Consumer Goods, Food and Beverage",,,501-1000,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,Productora Tabacalera de Colombia acquired by British American Tobacco,https://www.crunchbase.com/acquisition/british-american-tobacco-acquires-productora-tabacalera-de-colombia--215a24c7,British American Tobacco,https://www.crunchbase.com/organization/british-american-tobacco,2011-05-21,day,425000000.0,USD,425000000.0,Acquisition,,Private,,,,,,,,,,,,,,,"504,273",10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENDISTE.COM,https://www.crunchbase.com/organization/vendiste-com,"E-Commerce, Online Portals, Retail","Medellín, Antioquia, Colombia",The easiest way to buy and sell second hand products in Latin America,"473,496",Latin America,,Active,2015-11-01,month,,,,,For Profit,https://www.vendiste.com,,,,hola@vendiste.com,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Internet Services",2.0,"Ernesto García Montesano, Juan Londono",1-10,1.0,Seed,2015-11-10,,,,Seed,,,,Seed,,,,,,,RockaLabs,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"504,456",22.0,1.0,"1,859",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIPLANY.COM,https://www.crunchbase.com/organization/triplany-com,"Social Network, Travel","Bogotá, Distrito Especial, Colombia",Travel platform that seeks to democratize the way life is enjoyed,"474,349",Latin America,,Active,2020-12-01,day,,,,,For Profit,https://triplany.com/,,https://www.facebook.com/triplany.co,,soporte@triplany.com,3112187426,,,,,,,,,,,,,,,,,"Internet Services, Travel and Tourism",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"505,346",12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCONFIANZA,https://www.crunchbase.com/organization/dconfianza,,"Perú, Valle del Cauca, Colombia",Dconfianza is to make life easier for people through an online platform that allows them to obtain service providers for repairs,"474,734",Latin America,,Active,2017-01-01,day,,,,,For Profit,https://dconfianza.pe,,https://www.facebook.com/dconfianza.pe/,,info@dconfianza.pe,+511 980444944,,,The objective of Dconfianza is to make life easier for people through an online platform that allows them to obtain service providers for repairs or improvements at home or office.,,,,,,,,,,,,,,,1.0,Bjørnar Arnesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"505,755",26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INNCUBATED,https://www.crunchbase.com/organization/inncubated,"Education, Emerging Markets, Incubators","Bogotá, Distrito Especial, Colombia",Education startup inncubator and company builder for Latin American and Emerging Markets.,"474,808",Latin America,Less than $1M,Active,2013-01-01,year,,,,,For Profit,http://www.inncubated.com/,https://twitter.com/inncubated,https://www.facebook.com/inncubated,http://www.linkedin.com/company/inncubated,Info@inncubated.com,(571) 300-4065,1,,"What began as collaboration between startups created by Simetrica Labs and Inter Education Ventures, resulted in the design of an INNcubation™ program to support Latin American educational startups.   Based out of Bogotá, Colombia; three to four startups a year will receive between $40K and $100K in exchange of equity to consolidate a customer discovery and development process during a 12 month period following lean startup principles.   InncubatED has a strong trajectory developing educational startups and a  highly efficient sales channel developed by its founders during more than 10 years of work in the education sector in Latin America.",,,,,,,,,,,,,,"Education, Financial Services, Lending and Investments, Other",3.0,"David Palacios, Marcelo Burbano, Vicky Ricaurte",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"505,833",22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROAD TRAVEL,https://www.crunchbase.com/organization/road-travel-0520,"Digital Marketing, Travel","Armenia, Quindio, Colombia",Road Travel is an entrepreneurship with high innovation for tourism industry through a new technologic tool on digital marketing,"474,968",Latin America,,Active,,,,,,,,https://roadtravel.co/,,,,,,,,"The company fully and intensively publicizes a possible destination, through the implementation of a new and innovative technological tool in the digital marketing process within the tourism sector. Moreover, with technological innovation and tourism expertise processes with high-tech equipment, specialized software and digital tourist information points generate a positive impact for the inclusion of immersive tourism. Also, the new technology RV helps with greater capacity to change the habits of the tourism sector.",,,,,,,,,,,,,,"Sales and Marketing, Travel and Tourism",,,1-10,1.0,,2020-02-24,,,,Non-equity Assistance,,,,,,,,,,,Acelera Región,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1.0,"505,999",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS NATURAL ESP,https://www.crunchbase.com/organization/gas-natural-esp,"Energy, Oil and Gas","Bogotá, Distrito Especial, Colombia",Gas Natural E.S.P. provides natural gas service to homes & also constructs and operates a distribution network.,"475,903",Latin America,Less than $1M,Active,1996-01-01,day,2000-01-07,day,,,For Profit,https://www.grupovanti.com/co/1285085318259/inicio.html,https://twitter.com/grupovanti,https://www.facebook.com/pg/grupovanti/about/?ref=page_internal,https://www.linkedin.com/company/grupo-vanti/about/,serviciosjuridicos@grupovanti.com,(1) 3078121,,,,,,,,,,,,,,,,,"Energy, Natural Resources",,,5001-10000,,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,2000-01-07,,,,,,,,,GASNATURAL,https://www.crunchbase.com/ipo/gas-natural-esp-ipo--722cd476,BCBA - Buenos Aires Stock Exchange,,,"506,977",58.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOCTORAPP,https://www.crunchbase.com/organization/doctorapp,"Health Care, Information Technology, mHealth","Barranquilla, Atlantico, Colombia",DoctorApp is an application for medical consultations through mobile.,"476,876",Latin America,Less than $1M,Active,2014-01-01,year,,,,,For Profit,http://www.doctorapp.org/,https://twitter.com/@doctorappco,https://www.facebook.com/medicheck.e,,info@doctorapp.org,,,,"DoctorApp is an application for medical consultations through mobile. Their goal is to transform the doctor-patient relationship through new technologies to facilitate access to health by the population, thereby improving their quality of life. DoctorApp responds to the need to be seen by a medical professional 24 hours a day, from anywhere in the world without having to travel. Through DoctorApp, users solve their medical questions, send pictures along with their inquiries, extend and contrast information about their health or seek second opinions, and all this always with absolute confidentiality and anonymity.",,,,,,,,,,,,,,"Health Care, Information Technology, Mobile",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"507,996",25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
